Genre,Movie Name,Year,Rating,Votes,Type,Detail/Main Story,Metascore
Romance,6. No Hard Feelings,2023,6.4?(137K),"Votes137,375",,"On the brink of losing her home, Maddie finds an intriguing job listing: helicopter parents looking for someone to bring their introverted 19-year-old son out of his shell before college. She has one summer to make him a man or die trying.",59
Romance,7. House of the Dragon,2022?,8.5?(358K),"Votes357,591",TV Series,"An internal succession war within House Targaryen at the height of its power, 172 years before the birth of Daenerys Targaryen.",
Romance,8. The Big Bang Theory,2007?2019,8.2?(856K),"Votes855,892",TV Series,A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.,
Romance,9. All of Us Strangers,2023,8.1?(4.6K),"Votes4,590",,"A screenwriter drawn back to his childhood home enters into a fledgling relationship with a mysterious neighbor as he then discovers his parents appear to be living just as they were on the day they died, 30 years before.",89
Romance,10. Maestro,2023,6.7?(37K),"Votes37,371",,This love story chronicles the lifelong relationship of conductor-composer Leonard Bernstein and actress Felicia Montealegre Cohn Bernstein.,77
Romance,11. Modern Family,2009?2020,8.5?(473K),"Votes472,968",TV Series,Three different but related families face trials and tribulations in their own uniquely comedic ways.,
Romance,12. Past Lives,2023,7.9?(67K),"Votes66,868",,"Nora and Hae Sung, two deeply connected childhood friends, are wrested apart after Nora's family emigrates from South Korea. Twenty years later, they are reunited for one fateful week as they confront notions of love and destiny.",94
Romance,13. Vikings,2013?2020,8.5?(572K),"Votes572,221",TV Series,"Vikings transports us to the brutal and mysterious world of Ragnar Lothbrok, a Viking warrior and farmer who yearns to explore--and raid--the distant shores across the ocean.",
Romance,14. This Is Us,2016?2022,8.7?(155K),"Votes155,489",TV Series,"A heartwarming and emotional story about a unique set of triplets, their struggles, and their wonderful parents.",
Romance,15. Priscilla,2023,6.7?(20K),"Votes19,684",,"When teenage Priscilla Beaulieu meets Elvis Presley, the man who is already a meteoric rock-and-roll superstar becomes someone entirely unexpected in private moments: a thrilling crush, an ally in loneliness, a vulnerable best friend.",79
Romance,16. My Life with the Walter Boys,2023?,7.0?(8.9K),"Votes8,895",TV Series,"Jackie Howard's life is disrupted by a freak accident, she is ripped from her home and has to start over on a ranch in Colorado, with her guardian and a family of 9 boys, and 1 girl.",
Romance,17. Good Grief,2023,6.4?(7.1K),"Votes7,124",,"When his husband unexpectedly dies, Marc's world shatters, sending him and his two best friends on a soul-searching trip to Paris that reveals some hard truths they each needed to face.",59
Romance,18. Outlander,2014?,8.4?(177K),"Votes176,508",TV Series,"Claire Beauchamp Randall, a nurse in World War II, mysteriously goes back in time to Scotland in 1743. There, she meets a dashing Highland warrior and gets drawn into an epic rebellion.",
Romance,19. You,2018?2024,7.7?(293K),"Votes292,663",TV Series,"A dangerously charming, intensely obsessive young man goes to extreme measures to insert himself into the lives of those he is transfixed by.",
Romance,20. Sex Education,2019?2023,8.3?(344K),"Votes343,520",TV Series,A teenage boy with a sex therapist mother teams up with a high school classmate to set up an underground sex therapy clinic at school.,
Romance,21. The Vampire Diaries,2009?2017,7.7?(345K),"Votes345,053",TV Series,"The lives, loves, dangers and disasters in the town, Mystic Falls, Virginia. Creatures of unspeakable horror lurk beneath this town as a teenage girl is suddenly torn between two vampire brothers.",
Romance,22. The Nest,2020,6.3?(17K),"Votes17,138",,Life for an entrepreneur and his American family begins to take a twisted turn after moving into an English country manor.,80
Romance,23. The Legend of Tarzan,2016,6.2?(186K),"Votes186,029",,"Tarzan, having acclimated to life in London, is called back to his former home in the jungle to investigate the activities at a mining encampment.",44
Romance,24. After Everything,2023,4.6?(5.8K),"Votes5,787",,"After breaking up with his true love, best-selling author Hardin Scott travels to Portugal in an attempt to make amends for his past behavior.",
Romance,25. Belgravia,2020,7.5?(8K),"Votes8,041",TV Mini Series,"Follows events when the emerging nouveau riche, including the Trenchard family, rub shoulders with London's established upper classes and when secrets from the past threaten to emerge.",
Romance,26. Downton Abbey,2010?2015,8.7?(222K),"Votes221,555",TV Series,A chronicle of the lives of the British aristocratic Crawley family and their servants in the early twentieth century.,
Romance,27. How I Met Your Mother,2005?2014,8.3?(721K),"Votes720,743",TV Series,A father recounts to his children - through a series of flashbacks - the journey he and his four best friends took leading up to him meeting their mother.,
Romance,28. Castle,2009?2016,8.1?(172K),"Votes172,472",TV Series,"A suave, best-selling author teams up with a strait-laced detective to solve crimes in New York City.",
Romance,29. Fellow Travelers,2023,8.1?(8.2K),"Votes8,190",TV Mini Series,"Follows the lives and volatile romance of two different men, through purges, wars, protests, and plagues, overcoming obstacles in the world.",
Romance,30. Asteroid City,2023,6.5?(101K),"Votes100,691",,"Following a writer on his world famous fictional play about a grieving father who travels with his tech-obsessed family to small rural Asteroid City to compete in a junior stargazing event, only to have his world view disrupted forever.",75
Romance,31. Two and a Half Men,2003?2015,7.1?(278K),"Votes277,609",TV Series,A hedonistic jingle writer's free-wheeling life comes to an abrupt halt when his brother and 10-year-old nephew move into his beach-front house.,
Romance,32. Spartacus,2010?2013,8.5?(254K),"Votes254,226",TV Series,"The life of Spartacus, the gladiator who lead a rebellion against the Romans. From his time as an ally of the Romans, to his betrayal and becoming a gladiator, to the rebellion he leads and its ultimate outcome.",
Romance,33. Bridgerton,2020?,7.4?(163K),"Votes163,052",TV Series,The eight close-knit siblings of the Bridgerton family look for love and happiness in London high society.,
Romance,34. The Lobster,2015,7.1?(285K),"Votes284,681",,"In a dystopian near future, according to the laws of The City, single people are taken to The Hotel, where they are obliged to find a romantic partner in 45 days or they're transformed into beasts and sent off into The Woods.",82
Romance,35. New Girl,2011?2018,7.8?(242K),"Votes242,411",TV Series,"After a bad break-up, Jess, an offbeat young woman, moves into an apartment loft with three single men. Although they find her behavior very unusual, the men support her - most of the time.",
Romance,36. One Tree Hill,2003?2012,7.8?(86K),"Votes86,084",TV Series,"Half-brothers Lucas and Nathan Scott trade between kinship and rivalry both on the basketball court and in the hearts of their friends in the small, but not so quiet town of Tree Hill, North Carolina.",
Romance,37. The Proposal,2009,6.7?(353K),"Votes353,123",,A pushy boss forces her young assistant to marry her in order to keep her visa status in the U.S. and avoid deportation to Canada.,48
Romance,38. My Demon,2023?,7.9?(4.8K),"Votes4,754",TV Series,"A pitiless demon becomes powerless after getting entangled with an icy heiress, who may hold the key to his lost abilities -- and his heart.",
Romance,39. Love,2015,6.1?(66K),"Votes65,555",,"Murphy is an American living in Paris who enters a highly sexually and emotionally charged relationship with Electra. Unaware of the effect it will have on their relationship, they invite their pretty neighbor into their bed.",51
Romance,40. True Blood,2008?2014,7.9?(258K),"Votes258,156",TV Series,"Telepathic waitress Sookie Stackhouse encounters a strange new supernatural world when she meets the mysterious Bill Compton, a southern Louisiana gentleman and vampire.",
Romance,41. Once Upon a Time,2011?2018,7.7?(235K),"Votes235,173",TV Series,A young woman with a troubled past is drawn to a small town in Maine where fairy tales are to be believed.,
Romance,42. Daisy Jones & The Six,2023,8.1?(35K),"Votes35,364",TV Series,Following the rise of rock band Daisy Jones and The Six through the 1970s Los Angeles music scene on their quest for worldwide icon status.,
Romance,43. Queen Bees,2021,6.3?(3K),"Votes3,035",,"After reluctantly agreeing to move in to a senior's home, a woman encounters a clique of mean-spirited women and an amorous widower.",52
Romance,44. After,2019,5.3?(64K),"Votes64,127",,A young woman falls for a guy with a dark secret and the two embark on a rocky relationship. Based on the novel by Anna Todd.,30
Romance,45. Intimacy,2001,6.0?(13K),"Votes13,000",,"A failed London musician meets once a week with a woman for a series of intense sexual encounters to get away from the realities of life. But when he begins inquiring about her, it puts their relationship at risk.",69
Romance,46. Desperate Housewives,2004?2012,7.6?(138K),"Votes137,887",TV Series,Secrets and truths unfold through the lives of female friends in one suburban neighborhood after the mysterious suicide of a neighbor.,
Romance,47. Gossip Girl,2007?2012,7.5?(190K),"Votes190,240",TV Series,Privileged teens living on the Upper East Side of New York can hide no secret from the ruthless blogger who is always watching.,
Romance,48. Pride & Prejudice,2005,7.8?(325K),"Votes324,730",,"Sparks fly when spirited Elizabeth Bennet meets single, rich, and proud Mr. Darcy. But Mr. Darcy reluctantly finds himself falling in love with a woman beneath his class. Can each overcome their own pride and prejudice?",82
Romance,49. Elemental,2023,7.0?(112K),"Votes112,495",,"Follows Ember and Wade, in a city where fire-, water-, earth- and air-residents live together.",58
Romance,50. La La Land,2016,8.0?(653K),"Votes653,297",,"While navigating their careers in Los Angeles, a pianist and an actress fall in love while attempting to reconcile their aspirations for the future.",94
Romance,51. Virgin River,2019?,7.4?(51K),"Votes50,981",TV Series,"Seeking a fresh start, nurse practitioner Melinda Monroe moves from Los Angeles to a remote Northern California town and is surprised by what and who she finds.",
Romance,52. Marry My Husband,2024?,8.2?(879),Votes879,TV Series,"A story about Ji-won, a time-limited woman, returning back to 10 years ago and dreaming of revenge after being killed by her husband who had an affair with her best friend.",
Romance,53. The Summer I Turned Pretty,2022?,7.3?(39K),"Votes38,776",TV Series,"A love triangle between one girl and two brothers. A story about first love, first heartbreak, and the magic of that one perfect summer.",
Romance,54. Our Flag Means Death,2022?2023,7.8?(41K),"Votes41,087",TV Series,The year is 1717. Wealthy land-owner Stede Bonnet has a midlife crisis and decides to blow up his cushy life to become a pirate. It does not go well. Based on a true story.,
Romance,55. Sex/Life,2021?2023,5.6?(30K),"Votes30,311",TV Series,A suburban mother of two takes a fantasy-charged trip down memory lane that sets her very married present on a collision course with her wild child past.,
Romance,56. Little Women,2019,7.8?(238K),"Votes237,966",,"Jo March reflects back and forth on her life, telling the beloved story of the March sisters - four young women, each determined to live life on her own terms.",91
Romance,57. The Notebook,2004,7.8?(610K),"Votes610,009",,An elderly man reads to a woman with dementia the story of two young lovers whose romance is threatened by the difference in their respective social classes.,53
Romance,58. Twilight,2008,5.3?(483K),"Votes482,925",,"When Bella Swan moves to a small town in the Pacific Northwest, she falls in love with Edward Cullen, a mysterious classmate who reveals himself to be a 108-year-old vampire.",56
Romance,59. Emily in Paris,2020?,6.9?(114K),"Votes113,947",TV Series,A young American woman from the Midwest is hired by a marketing firm in Paris to provide them with an American perspective on things.,
Romance,60. Scott Pilgrim vs. the World,2010,7.6?(461K),"Votes460,535",,"In a magically realistic version of Toronto, a young man must defeat his new girlfriend's seven evil exes one by one in order to win her heart.",69
Romance,61. Maboroshi,2023,6.5?(623),Votes623,,"Following an explosion at a factory that mysteriously freezes a town in time, two students encounter a mysterious feral child, spurring an impulse of love fueled by the frustration of their daily lives that begins to upend their world.",
Romance,62. Ghosted,2023,5.8?(59K),"Votes58,995",,"Cole falls head over heels for enigmatic Sadie, but then makes the shocking discovery that she's a secret agent. Before they can decide on a second date, Cole and Sadie are swept away on an international adventure to save the world.",34
Romance,63. Fifty Shades of Grey,2015,4.2?(333K),"Votes332,704",,"Literature student Anastasia Steele's life changes forever when she meets handsome, yet tormented, billionaire Christian Grey.",46
Romance,64. Outer Banks,2020?,7.5?(76K),"Votes75,824",TV Series,"On an island of haves and have-nots, teen John B enlists his three best friends to hunt for a legendary treasure linked to his father's disappearance.",
Romance,65. 365 Days,2020,3.3?(97K),"Votes97,068",,"Massimo is a member of the Sicilian Mafia family and Laura is a sales director. She does not expect that on a trip to Sicily trying to save her relationship, Massimo will kidnap her and give her 365 days to fall in love with him.",
Romance,66. The Little Mermaid,2023,7.2?(151K),"Votes151,060",,A young mermaid makes a deal with a sea witch to trade her beautiful voice for human legs so she can discover the world above water and impress a prince.,59
Romance,67. Eternal Sunshine of the Spotless Mind,2004,8.3?(1.1M),"Votes1,063,249",,"When their relationship turns sour, a couple undergoes a medical procedure to have each other erased from their memories for ever.",89
Romance,68. Kho Gaye Hum Kahan,2023,7.7?(26K),"Votes26,482",,"Ahana, Neil and Imaad are three friends in their 20s trying to find meaning in the digital age. They lean on each other as they navigate complexities of relationships and self-discovery.",
Romance,69. Vikings: Valhalla,2022?,7.3?(55K),"Votes55,117",TV Series,"Follow-up series to 'Vikings' set 100 years later and focusing on the adventures of Leif Erikson, Freydis, Harald Hardrada, and the Norman King William the Conqueror.",
Romance,70. Call Me by Your Name,2017,7.8?(306K),"Votes306,462",,"In 1980s Italy, romance blossoms between a seventeen-year-old student and the older man hired as his father's research assistant.",94
Romance,71. Atonement,2007,7.8?(296K),"Votes296,275",,Thirteen-year-old fledgling writer Briony Tallis irrevocably changes the course of several lives when she accuses her older sister's lover of a crime he did not commit.,85
Romance,72. Normal People,2020,8.4?(86K),"Votes85,746",TV Mini Series,"Follows Marianne and Connell, from different backgrounds but the same small town in Ireland, as they weave in and out of each other's romantic lives.",
Romance,73. Pretty Little Liars,2010?2017,7.4?(177K),"Votes176,679",TV Series,"Four friends band together against an anonymous foe who threatens to reveal their darkest secrets, while also investigating the disappearance of their best friend.",
Romance,74. Love Actually,2003,7.6?(528K),"Votes527,832",,"Follows the lives of eight very different couples in dealing with their love lives in various loosely interrelated tales all set during a frantic month before Christmas in London, England.",55
Romance,75. Sideways,2004,7.5?(201K),"Votes201,481",,"Two men reaching middle age with not much to show but disappointment embark on a week-long road trip through California's wine country, just as one is about to take a trip down the aisle.",94
Romance,"76. Crazy, Stupid, Love.",2011,7.4?(556K),"Votes556,108",,"A middle-aged husband's life changes dramatically when his wife asks him for a divorce. He seeks to rediscover his manhood with the help of a newfound friend, Jacob, learning to pick up girls at bars.",68
Romance,77. Riverdale,2017?2023,6.5?(154K),"Votes153,689",TV Series,"While navigating the troubled waters of romance, school and family, Archie and his gang become entangled in dark Riverdale mysteries.",
Romance,78. The Tudors,2007?2010,8.1?(80K),"Votes80,138",TV Series,A dramatic series about the reign and marriages of King Henry VIII.,
Romance,79. The King,2019,7.3?(148K),"Votes148,239",,"Hal, wayward prince and heir to the English throne, is crowned King Henry V after his tyrannical father dies. Now the young king must navigate palace politics, the war his father left behind, and the emotional strings of his past life.",62
Romance,80. Hi Nanna,2023,8.3?(11K),"Votes10,679",,A single father begins to narrate the story of the missing mother to his child and nothing remains the same.,
Romance,81. Good Trouble,2019?2024,7.5?(8.8K),"Votes8,835",TV Series,Callie and Mariana Foster move to Los Angeles and begin their lives as young adults.,
Romance,82. My Fault,2023,6.2?(21K),"Votes21,129",,"Noah has to leave her town, boyfriend and friends behind and move into the mansion of her mother's new rich husband. There she meets Nick, her new stepbrother. They fall madly in love in secret.",
Romance,83. Where the Crawdads Sing,2022,7.2?(115K),"Votes115,400",,A woman who raised herself in the marshes of the Deep South becomes a suspect in the murder of a man with whom she was once involved.,43
Romance,84. Silver Linings Playbook,2012,7.7?(737K),"Votes736,817",,"After a stint in a mental institution, former teacher Pat Solitano moves back in with his parents and tries to reconcile with his ex-wife. Things get more challenging when Pat meets Tiffany, a mysterious girl with problems of her own.",81
Romance,85. The O.C.,2003?2007,7.5?(95K),"Votes95,154",TV Series,"A troubled youth becomes embroiled in the lives of a close-knit group of people in the wealthy, upper-class neighborhood of Newport Beach, Orange County, California.",
Romance,86. Delirium,2014,6.5?(2K),"Votes1,992",TV Movie,"Set in a world where love is deemed illegal and can be eradicated with a special procedure. With 95 days to go until her scheduled treatment, Lena Holoway does the unthinkable: she falls in love.",
Romance,87. The Great Gatsby,2013,7.2?(588K),"Votes587,571",,"A writer and wall street trader, Nick Carraway, finds himself drawn to the past and lifestyle of his mysterious millionaire neighbor, Jay Gatsby, amid the riotous parties of the Jazz Age.",55
Romance,88. The Good Place,2016?2020,8.2?(185K),"Votes184,741",TV Series,Four people and their otherworldly frienemy struggle in the afterlife to define what it means to be good.,
Romance,89. Les Miserables,2012,7.5?(343K),"Votes343,235",,"In 19th-century France, Jean Valjean, who for decades has been hunted by the ruthless policeman Javert after breaking parole, agrees to care for a factory worker's daughter. The decision changes their lives forever.",63
Romance,90. Doc Martin,2004?2022,8.4?(20K),"Votes19,663",TV Series,"The trials and tribulations of Martin Ellingham, a brilliant but socially challenged doctor who moves from London to the picturesque village of Port Wenn in Cornwall.",
Romance,91. The Handmaiden,2016,8.1?(168K),"Votes168,467",,"A woman is hired as a handmaiden to a Japanese heiress, but secretly she is involved in a plot to defraud her.",85
Romance,92. Mamma Mia!,2008,6.5?(269K),"Votes269,240",,The story of a bride-to-be trying to find her real father told using hit songs by the popular 1970s group ABBA.,51
Romance,93. Ugly Betty,2006?2010,6.7?(47K),"Votes47,257",TV Series,Smart but wholesome Betty embraces her unique appearance and independent attitude in the cutthroat world of New York fashion.,
Romance,94. The Dreamers,2003,7.1?(130K),"Votes129,671",,A young American studying in Paris in 1968 strikes up a friendship with a French brother and sister. Set against the background of the '68 Paris student riots.,63
Romance,95. Rome,2005?2007,8.7?(183K),"Votes183,010",TV Series,A down-to-earth account of the lives of both illustrious and ordinary Romans set in the last days of the Roman Republic.,
Romance,96. Her,2013,8.0?(660K),"Votes660,173",,"In a near future, a lonely writer develops an unlikely relationship with an operating system designed to meet his every need.",91
Romance,97. Station 19,2018?2024,7.0?(20K),"Votes20,211",TV Series,"This spinoff of the critically acclaimed show Grey's Anatomy follows the lives of the men and women of firehouse station 19 in Seattle, Washington.",
Romance,98. Mom,2013?2021,7.4?(39K),"Votes38,741",TV Series,A newly sober single mom tries to pull her life together in Napa Valley while dealing with her wayward mother.,
Romance,99. Teen Wolf,2011?2017,7.7?(161K),"Votes161,263",TV Series,An average high school student and his best friend get caught up in some trouble causing him to receive a werewolf bite. As a result they find themselves in the middle of all sorts of dramas in Beacon Hills.,
Romance,100. Scott Pilgrim Takes Off,2023,7.8?(14K),"Votes14,362",TV Series,"Scott Pilgrim meets the girl of his dreams, Ramona Flowers, only to find out her seven evil exes stand in the way of their love.",
Romance,101. Thor: Love and Thunder,2022,6.2?(392K),"Votes391,750",,"Thor enlists the help of Valkyrie, Korg and ex-girlfriend Jane Foster to fight Gorr the God Butcher, who intends to make the gods extinct.",57
Romance,102. A Star Is Born,2018,7.6?(413K),"Votes413,154",,A musician helps a young singer find fame as age and alcoholism send his own career into a downward spiral.,88
Romance,103. About Time,2013,7.8?(380K),"Votes380,041",,"At the age of 21, Tim discovers he can travel in time and change what happens and has happened in his own life. His decision to make his world a better place by getting a girlfriend turns out not to be as easy as you might think.",55
Romance,104. Stardust,2007,7.6?(283K),"Votes282,877",,"In a countryside town bordering on a magical land, a young man makes a promise to his beloved that he'll retrieve a fallen star by venturing into the magical realm.",66
Romance,105. Adrift,2018,6.6?(61K),"Votes61,065",,"A true story of survival, as a young couple's chance encounter leads them first to love, and then on the adventure of a lifetime as they face one of the most catastrophic hurricanes in recorded history.",56
Romance,106. The Lost City,2022,6.1?(152K),"Votes152,077",,A reclusive romance novelist on a book tour with her cover model gets swept up in a kidnapping attempt that lands them both in a cutthroat jungle adventure.,60
Romance,107. After We Collided,2020,5.0?(37K),"Votes37,330",,"Based on the 2014 romance novel of the same name, this follows the love life of two young adults.",14
Romance,108. Which Brings Me to You,2023,6.5?(67),Votes67,,Two romantic burnouts meet at a wedding and almost hook up in the coatroom before putting the brakes on. They agree to exchange candid confessions about their pasts on the off chance that this might be the real thing.,
Romance,109. Set It Up,2018,6.5?(62K),"Votes62,301",,Two corporate executive assistants hatch a plan to match-make their two bosses.,62
Romance,110. Beauty and the Beast,2017,7.1?(331K),"Votes330,752",,"A selfish Prince is cursed to become a monster for the rest of his life, unless he learns to fall in love with a beautiful young woman he keeps prisoner.",65
Romance,111. Decision to Leave,2022,7.3?(52K),"Votes52,439",,A detective investigating a man's death in the mountains meets the dead man's mysterious wife in the course of his dogged sleuthing.,85
Romance,112. Naked Attraction,2016?,5.4?(1.9K),"Votes1,867",TV Series,A controversial dating series in which people see potential love interests whose naked bodies are gradually revealed to them. Then they must get naked themselves and choose.,
Romance,113. Mamma Mia: Here We Go Again!,2018,6.6?(107K),"Votes106,713",,"Five years after the events of Mamma Mia! (2008), Sophie prepares for the grand reopening of the Hotel Bella Donna as she learns more about her mother's past.",60
Romance,114. The Worst Person in the World,2021,7.7?(93K),"Votes92,575",,"The chronicles of four years in the life of Julie, a young woman who navigates the troubled waters of her love life and struggles to find her career path, leading her to take a realistic look at who she really is.",90
Romance,115. Pitch Perfect,2012,7.1?(327K),"Votes327,385",,"Beca, a freshman at Barden University, is cajoled into joining The Bellas, her school's all-girls singing group. Injecting some much needed energy into their repertoire, The Bellas take on their male rivals in a campus competition.",66
Romance,116. When Calls the Heart,2014?,7.9?(15K),"Votes14,544",TV Series,"Elizabeth Thatcher, a young schoolteacher from a wealthy Eastern family, migrates from the big city to teach school in a small coal mining town in the west.",
Romance,117. The Girl Next Door,2004,6.7?(237K),"Votes237,258",,A teenager's dreams come true when a former porn star moves in next door and they fall in love.,47
Romance,118. 500 Days of Summer,2009,7.7?(550K),"Votes549,510",,"After being dumped by the girl he believes to be his soulmate, hopeless romantic Tom Hansen reflects on their relationship to try and figure out where things went wrong and how he can win her back.",76
Romance,119. West Side Story,2021,7.1?(94K),"Votes93,773",,"An adaptation of the 1957 musical, West Side Story explores forbidden love and the rivalry between the Jets and the Sharks, two teenage street gangs of different ethnic backgrounds.",85
Romance,120. Bones and All,2022,6.8?(55K),"Votes54,928",,A young woman embarks on a 1000 mile odyssey through America where she meets a disenfranchised drifter. But all roads lead back to their terrifying pasts and to a final stand that will determine whether love can survive their otherness.,74
Romance,121. First Wives Club,2019?,7.6?(1.7K),"Votes1,736",TV Series,TV adaptation of the 1996 comedy about about three divorced wives who share a common past.,
Romance,122. Secretary,2002,6.9?(97K),"Votes97,391",,"A young woman, recently released from a mental hospital, gets a job as a secretary to a demanding lawyer, where their employer-employee relationship turns into a sexual, sadomasochistic one.",63
Romance,123. Crazy Rich Asians,2018,6.9?(187K),"Votes187,318",,This contemporary romantic comedy based on a global bestseller follows native New Yorker Rachel Chu to Singapore to meet her boyfriend's family.,74
Romance,124. Superman and Lois,2021?2024,7.8?(39K),"Votes38,938",TV Series,"The world's most famous superhero and comic books' most famous journalist face the pressures and complexities that come with balancing work, justice, and parenthood in today's society.",
Romance,125. The Holiday,2006,6.9?(319K),"Votes319,294",,"Two women troubled with guy-problems swap homes in each other's countries, where they each meet a local guy and fall in love.",52
Romance,126. All the Queen's Men,2021?,6.7?(2.1K),"Votes2,054",TV Series,A drug lady that rules a tigh house and will kill or have someone slaughtered without getting her hands dirty.,
Romance,127. Me Before You,2016,7.4?(281K),"Votes281,410",,A girl in a small town forms an unlikely bond with a recently-paralyzed man she's taking care of.,51
Romance,128. Malena,2000,7.4?(111K),"Votes110,598",,"Amidst the war climate, a teenage boy discovering himself becomes love-stricken by Malena, a sensual woman living in a small, narrow-minded Italian town.",54
Romance,129. Blue Is the Warmest Colour,2013,7.7?(161K),"Votes161,423",,"Adele's life is changed when she meets Emma, a young woman with blue hair, who will allow her to discover desire and to assert herself as a woman and as an adult. In front of others, Adele grows, seeks herself, loses herself, and ultimately finds herself through love and loss.",90
Romance,130. Yesterday,2019,6.8?(164K),"Votes164,237",,A struggling musician realizes he's the only person on Earth who can remember The Beatles after waking up in an alternate reality where they never existed.,55
Romance,131. The Theory of Everything,2014,7.7?(477K),"Votes476,897",,A look at the relationship between the famous physicist Stephen Hawking and his wife.,71
Romance,132. And Just Like That,2021?,5.7?(38K),"Votes37,710",TV Series,"The series follows Carrie, Miranda, and Charlotte as they navigate the journey from the complicated reality of life and friendship in their 30s to the even more complicated reality of life and friendship in their 50s.",
Romance,133. Obsession,2023,5.2?(9.2K),"Votes9,187",TV Mini Series,"William falls in love with his soon-to-be daughter in law, Anna who's trying to keep both relationships but the truth always comes to light and someone is going to be hurt.",
Romance,134. Big Mouth,2017?2024,7.8?(88K),"Votes88,208",TV Series,Teenage friends find their lives upended by the wonders and horrors of puberty.,
Romance,135. Unfaithful,2002,6.7?(97K),"Votes96,988",,A New York suburban couple's marriage goes dangerously awry when the wife indulges in an adulterous fling.,63
Romance,136. The King's Daughter,2022,5.1?(5.8K),"Votes5,832",,"King Louis XIV's quest for immortality leads him to capture and steal a mermaid's life force, a move that is further complicated by his illegitimate daughter's discovery of the creature.",31
Romance,137. The Other Zoey,2023,5.9?(6.6K),"Votes6,630",,"Zoey Miller, a super smart computer nerd who is uninterested in romantic love, has her life turned upside down when Zack, the school's soccer star, gets amnesia and mistakes Zoey for his girlfriend.",
Romance,138. Licorice Pizza,2021,7.1?(138K),"Votes137,717",,"The story of Alana Kane and Gary Valentine growing up, running around and going through the treacherous navigation of first love in the San Fernando Valley, 1973.",90
Romance,"139. Red, White & Royal Blue",2023,7.0?(45K),"Votes44,796",,"When the feud between the son of the American President and Britain's prince threatens to drive a wedge in U.S./British relations, the two are forced into a staged truce that sparks something deeper.",62
Romance,140. Trolls World Tour,2020,6.1?(28K),"Votes27,992",,"When the Queen of the Hard Rock Trolls tries to take over all the Troll kingdoms, Queen Poppy and her friends try different ways to save all the Trolls.",51
Romance,141. Room in Rome,2010,6.1?(26K),"Votes25,946",,A hotel room in the center of Rome serves as the setting for two young and recently acquainted women to have a physical adventure that touches their very souls.,
Romance,142. Your Name.,2016,8.4?(311K),"Votes310,688",,"Two teenagers share a profound, magical connection upon discovering they are swapping bodies. Things manage to become even more complicated when the boy and girl decide to meet in person.",81
Romance,143. Belfast,2021,7.2?(89K),"Votes89,228",,A young boy and his working-class Belfast family experience the tumultuous late 1960s.,75
Romance,144. A Walk to Remember,2002,7.3?(220K),"Votes219,738",,"Two North Carolina teens, Landon Carter and Jamie Sullivan, are thrown together after Landon gets into trouble and is sentenced to perform community service.",35
Romance,145. A Knight's Tale,2001,7.0?(199K),"Votes199,317",,"After his master dies, a peasant squire, fueled by his desire for food and glory, creates a new identity for himself as a knight.",56
Romance,146. Shrek,2001,7.9?(724K),"Votes723,984",,"A mean lord exiles fairytale creatures to the swamp of a grumpy ogre, who must go on a quest and rescue a princess for the lord in order to get his land back.",84
Romance,147. Red Dog,2011,7.3?(19K),"Votes19,180",,Based on the legendary true story of the Red Dog who united a disparate local community while roaming the Australian outback in search of his long lost master.,
Romance,148. The Taste of Things,2023,7.5?(1.9K),"Votes1,903",,"The story of Eugenie, an esteemed cook, and Dodin, the fine gourmet with whom she has been working for over the last 20 years.",83
Romance,149. Aladdin,2019,6.9?(287K),"Votes286,546",,A kind-hearted street urchin and a power-hungry Grand Vizier vie for a magic lamp that has the power to make their deepest wishes come true.,53
Romance,150. Legally Blonde,2001,6.5?(243K),"Votes242,694",,"Elle Woods, a fashionable sorority queen, is dumped by her boyfriend. She decides to follow him to law school. While she is there, she figures out that there is more to her than just looks.",59
Romance,151. Love at First Sight,2023,6.8?(29K),"Votes29,245",,A teenage girl misses her flight at JFK Airport and meets a young British guy who may turn out to be her true love.,
Romance,152. Love & Other Drugs,2010,6.7?(221K),"Votes220,804",,"In 1990s Pittsburgh, a medicine peddler starts a relationship with a young woman suffering from Parkinson's disease.",55
Romance,153. A Discovery of Witches,2018?2022,7.8?(60K),"Votes59,929",TV Series,"Diana Bishop, historian and witch, accesses Ashmole 782 and knows she must solve its mysteries. She is offered help by the enigmatic Matthew Clairmont, but he's a vampire and witches should never trust vampires.",
Romance,154. Masters of Sex,2013?2016,7.9?(38K),"Votes38,185",TV Series,Drama about the pioneers of the science of human sexuality whose research touched off the sexual revolution.,
Romance,155. Tangled,2010,7.7?(487K),"Votes487,043",,"The magically long-haired Rapunzel has spent her entire life in a tower, but now that a runaway thief has stumbled upon her, she is about to discover the world for the first time, and who she really is.",71
Romance,156. This Is 40,2012,6.2?(149K),"Votes149,171",,"Pete and Debbie are both about to turn 40, their kids hate each other, both of their businesses are failing, they're on the verge of losing their house, and their relationship is threatening to fall apart.",59
Romance,157. Queen Charlotte: A Bridgerton Story,2023,7.4?(52K),"Votes51,914",TV Mini Series,"Betrothed against her will to King George, young Charlotte arrives in London on her wedding day and faces scrutiny from the monarch's cunning mother.",
