Genre,Movie Name,Year,Rating,Votes,Type,Detail/Main Story,Metascore
Documentary,62. Queen Cleopatra,2023,1.2?(83K),"Votes83,190",TV Mini Series,"Netflix docudrama about Queen Cleopatra of Egypt of the Ptolemaic lineage from Macedonia, Greece, that ruled for 21 years, between the years 51 BC and 30 BC, ending with her suicide.",
Documentary,63. Money Heist: From Tokyo to Berlin,2021,7.6?(1.1K),"Votes1,149",TV Mini Series,The filmmakers and actors behind "Money Heist" characters like Tokyo and the Professor talk about the emotional artistic process of filming the series.,
Documentary,64. The Vietnam War,2017,9.1?(27K),"Votes27,446",TV Mini Series,A comprehensive history of the United States' involvement in the bitterly divisive armed conflict in Southeast Asia.,
Documentary,65. Ghost Adventures,2008?,7.3?(10K),"Votes10,204",TV Series,"Zak Bagans, Aaron Goodwin, Billy Tolley, and Jay Wasley investigate the scariest, most notorious, haunted places in the world.",
Documentary,66. The Incredible Dr. Pol,2011?,8.6?(2K),"Votes2,047",TV Series,"With more than 20,000 patients, Dr. Pol has seen it all. Specializing in large farm animals, this senior is anything but retiring as he takes an old school, no-nonsense approach to veterinary medicine.",
Documentary,67. Anselm,2023,7.2?(781),Votes781,,"Anselm Kiefer is one of the greatest contemporary artists. His past and present diffuse the line between film and painting, thus giving a unique cinematic experience that dives deep into an artist's work and reveals his life path.",82
Documentary,68. See No Evil,2014?,8.1?(1.2K),"Votes1,224",TV Series,"Every second of every day, millions of Americans are caught on security cameras. Most of them are honest citizens going about their daily lives. But a few are guilty of unspeakable crimes.",
Documentary,69. Making a Murderer,2015?2018,8.5?(102K),"Votes101,796",TV Series,"Filmed over a 10-year period, Steven Avery, a DNA exoneree who, while in the midst of exposing corruption in local law enforcement, finds himself the prime suspect in a grisly new crime.",
Documentary,70. Occupied City,2023,7.0?(202),Votes202,,"The past collides with the present in this excavation of the Nazi occupation of Amsterdam: a journey from World War II to recent years of pandemic and protest and a provocative, life-affirming reflection on memory, time and what's to come.",75
Documentary,71. The Deepest Breath,2023,7.7?(14K),"Votes13,631",,"A champion and expert safety diver seemed destined for one another. Despite different paths taken, they meet at the pinnacle of the free-diving world, experiencing the thrilling rewards and inescapable risks of chasing dreams through the depths of the ocean.",69
Documentary,72. Free Solo,2018,8.1?(76K),"Votes75,969",,"Alex Honnold faces the biggest challenge of his career, climbing El Capitan in Yosemite National Park. He pursues it Free Solo, which means climbing without a rope and alone.",83
Documentary,73. Last Stop Larrimah,2023,7.1?(1.9K),"Votes1,938",,"Nestled deep in the Australian Outback is the town of Larrimah and its 11 eccentric residents. When one of them mysteriously disappears into thin air, the remaining residents become suspects and a long history of infighting is unveiled.",70
Documentary,74. The Mission,2023,6.4?(666),Votes666,,"26-year-old American missionary John Chau was killed as he attempted to make contact with an Indigenous group off the coast of India, one of the last communities on the planet still living in isolation.",74
Documentary,75. Evil Lives Here,2016?,8.0?(1.7K),"Votes1,693",TV Series,A TV series where individuals share their perspectives of loved ones who committed horrific crimes.,
Documentary,76. My Octopus Teacher,2020,8.1?(62K),"Votes62,122",,"A filmmaker forges an unusual friendship with an octopus living in a South African kelp forest, learning as the animal shares the mysteries of her world.",82
Documentary,77. Stranded: I've Come from a Plane That Crashed on the Mountains,2007,8.0?(1.4K),"Votes1,425",,"For the first time ever, survivors of the famous 1972 Andes plane crash tell in their own words their harrowing story of survival.",82
Documentary,78. Amanda & Alan's Italian Job,2023?2024,7.7?(168),Votes168,TV Mini Series,"Best friends Amanda Holden and Alan Carr roll up their sleeves to bring a crumbling Sicilian home back to life. As they embrace the local lifestyle, it's demolition and la dolce vita.",
Documentary,79. The Beatles: Get Back,2021,9.0?(27K),"Votes27,333",TV Mini Series,"In January 1969, The Beatles set out to write and record new songs for their first live show in more than two years, culminating in an impromptu concert atop their Savile Row studio.",
Documentary,80. The Repair Shop,2017?,8.7?(1.9K),"Votes1,873",TV Series,"Some of Britain's most skilled restoration experts breathe new life into much-cherished family heirlooms that are dropped off by members of the public, who reveal the personal stories behind the items.",
Documentary,81. Next Goal Wins,2014,7.8?(3K),"Votes2,984",,"The American Samoa soccer team, deemed ""worst in the world"", try to qualify for the 2014 World Cup.",71
Documentary,82. Inside Job,2010,8.2?(78K),"Votes78,453",,Takes a closer look at what brought about the 2008 financial meltdown.,88
Documentary,83. True Crime Story: Citizen Detective,2023?,7.8?(35),Votes35,TV Series,Gripping true stories of regular citizens and the cases that they're consumed by - each episode of this documentary series unpacks the details of a case while exploring the psyches of those who simply need to know what happened and why.,
Documentary,84. Don't F**k with Cats: Hunting an Internet Killer,2019,8.0?(61K),"Votes60,788",TV Mini Series,A group of online justice seekers track down a guy who posted a video of himself killing kittens.,
Documentary,85. Going to Mars: The Nikki Giovanni Project,2023,7.0?(541),Votes541,,"A look at the life of poet, Nikki Giovanni and the revolutionary historical periods through which she lived, from the Civil Rights Movement to Black Lives Matter.",73
Documentary,86. Dark Side of the Ring,2019?,8.7?(3.6K),"Votes3,648",TV Series,"From backstage controversies to mysterious deaths and unsolved homicides, this series explores the darkest stories from the golden age of professional wrestling, and tries to find truth at the intersection of fantasy and reality.",
Documentary,87. Nothing Like a Dame,2018,7.4?(2.8K),"Votes2,765",,"Dames Judi Dench, Eileen Atkins, Joan Plowright, and Maggie Smith get together for tea to reminisce and discuss their acting careers.",85
Documentary,88. Dr. Death: Cutthroat Conman,2023,6.4?(163),Votes163,,A surgeon becomes famous for synthetic organ transplants but is exposed as a con man with a history of lies. His devastated former patients grapple with the aftermath of his disastrous surgeries.,
Documentary,89. After Death,2023,6.2?(1.2K),"Votes1,166",,"Based on real near-death experiences, After Death explores the afterlife with the guidance of New York Times bestselling authors, medical experts, scientists, and survivors that shed a light on what awaits us.",22
Documentary,90. Muster Dogs,2022?,8.0?(286),Votes286,TV Mini Series,Five graziers from across Australia are given five Kelpie puppies from the same litter and set with the challenge of transforming these uniquely Australian dogs into champion muster dogs.,
Documentary,91. Harry Potter 20th Anniversary: Return to Hogwarts,2022,8.0?(46K),"Votes46,484",TV Special,"Cast members from all ""Harry Potter"" films reunite in a retrospective special to celebrate the anniversary of the first film, including interviews and cast conversations.",
Documentary,92. Grizzly Man,2005,7.8?(61K),"Votes60,953",,"A devastating and heart-rending take on grizzly bear activists Timothy Treadwell and Amie Huguenard, who were killed in October of 2003 while living among grizzly bears in Alaska.",87
Documentary,93. David Holmes: The Boy Who Lived,2023,7.8?(2.9K),"Votes2,860",,"A coming-of-age documentary of Daniel Radcliffe and his stunt double David Holmes, whose close friendship endures a life-changing accident.",71
Documentary,94. America's Monsters,2016?,7.5?(831),Votes831,TV Series,"A non-fiction crime drama uniquely telling stories with a combination of Dramatisation, home video and documentary style material.",
Documentary,95. Blackfish,2013,8.1?(72K),"Votes71,573",,"A documentary following the controversial captivity of killer whales, and its dangers for both humans and whales.",83
Documentary,96. Samsara,2011,8.4?(38K),"Votes37,709",,"Filmed over nearly five years in twenty-five countries on five continents, and shot on seventy-millimetre film, Samsara transports us to the varied worlds of sacred grounds, disaster zones, industrial complexes, and natural wonders.",65
Documentary,97. America's Got Talent,2006?,5.8?(11K),"Votes10,562",TV Series,"A weekly talent competition where an array of performers -- from singers and dancers, to comedians and novelty acts -- vie for a $1 million cash prize.",
Documentary,98. Limitless,2022,8.0?(4K),"Votes3,960",TV Series,"A different way we can live better for longer: regenerating damage, maximizing strength, building resilience, shocking the body, supercharging memory and confronting mortality.",
Documentary,99. 1883: The Road West,2022,8.6?(7.2K),"Votes7,156",TV Special,"A behind-the-scenes look at the making of Taylor Sheridan's highly anticipated Yellowstone prequel, '1883'.",
Documentary,100. The Eternal Memory,2023,7.7?(1.3K),"Votes1,335",,"Augusto and Paulina have been together for 25 years. Eight years ago, he was diagnosed with Alzheimer's disease. Both fear the day he no longer recognizes her.",84
Documentary,101. The Act of Killing,2012,8.2?(40K),"Votes40,392",,"A documentary which challenges former Indonesian death-squad leaders to reenact their mass-killings in whichever cinematic genres they wish, including classic Hollywood crime scenarios and lavish musical numbers.",92
Documentary,102. The Social Dilemma,2020,7.6?(89K),"Votes88,523",,Explores the dangerous human impact of social networking; tech experts sound the alarm on their own creations.,78
Documentary,103. Moonage Daydream,2022,7.7?(14K),"Votes13,852",,"A cinematic odyssey exploring David Bowie's creative and musical journey. From visionary filmmaker Brett Morgen, and sanctioned by the Bowie estate.",83
Documentary,104. Live to 100: Secrets of the Blue Zones,2023,7.9?(2.7K),"Votes2,726",TV Mini Series,Travel around the world with author Dan Buettner to discover five unique communities where people live extraordinarily long and vibrant lives.,
Documentary,105. The Tinder Swindler,2022,7.1?(72K),"Votes71,886",,"Posing as a wealthy, jet-setting diamond mogul, he wooed women online, then conned them out of millions of dollars. Now some victims plan for payback.",
Documentary,106. Brawn: The Impossible Formula 1 Story,2023?,8.5?(2.6K),"Votes2,568",TV Mini Series,"The remarkable story of how, in 2009, competing in the most expensive and technologically advanced racing series on Earth, the impossible happened.",
Documentary,107. Naked Education,2023?,4.6?(182),Votes182,TV Mini Series,"Each episode, teenagers are educated about the human anatomy and the importance of body positivity, two people talk about their shared experiences, and the Naked Brigade help someone get over some of their body image issues.",
Documentary,"108. Murder in Boston: Roots, Rampage, and Reckoning",2023,7.1?(829),Votes829,TV Mini Series,"The ensuing investigation of a murder proves to be a lightning rod for the city, igniting decades-old racial tensions and brutal targeting amidst a media firestorm.",
Documentary,109. What Is a Woman?,2022,8.2?(42K),"Votes41,508",,"Political commentator Matt Walsh explores the changing concepts of sex and gender in the digital age, particularly the transgender rights movement, anti-transgender bigotry, and what it means to be a woman.",
Documentary,"110. Great Photo, Lovely Life",2023,7.5?(741),Votes741,,"Photojournalist Amanda Mustard turns her investigative lens on the sexual abuse committed by her grandfather, unearthing a high-stakes personal journey in pursuit of the truth and reconciliation for Amanda's family.",
Documentary,111. Kelce,2023,8.2?(2.3K),"Votes2,299",,"Highlights Kelce's 2022-23 season, which started with him having to make one of the hardest decisions a professional athlete would ever have to make: Is it time to retire yet?",
Documentary,112. Dear Zachary: A Letter to a Son About His Father,2008,8.5?(40K),"Votes40,100",,A filmmaker decides to memorialize a murdered friend when his friend's ex-girlfriend announces she is expecting his son.,82
Documentary,"113. Finding Your Roots with Henry Louis Gates, Jr.",2012?,8.7?(1.6K),"Votes1,550",TV Series,"Before the popularity of AncestryDNA, journalist and cultural critic Henry Louis Gates, Jr. divulges the family trees of various celebrities, many times with stunning revelations.",
Documentary,114. Gypsy's Revenge,2018,7.4?(412),Votes412,TV Movie,The story of the mother and daughter relationship of Dee Dee and Gypsy Rose Blanchard.,
Documentary,115. A Storm Foretold,2023,7.6?(445),Votes445,,"With Trump's political godfather, Roger Stone, as the film's central character the film documents how Trump's presidential period had to find its logical end point in The Storm at the Capitol.",
Documentary,116. 100 Foot Wave,2021?,8.1?(2.7K),"Votes2,700",TV Series,"Follows the decade-long odyssey of big-wave pioneer Garrett McNamara who, after visiting a small fishing village in Portugal, helped push the sport beyond the realm of imagination.",
Documentary,117. Escaping Twin Flames,2023,6.7?(3.1K),"Votes3,075",TV Mini Series,"Explores the story of Jeff and Shaleia Divine, the leaders of Twin Flames Universe who sell online classes that guarantee harmonious union with your destined partner, a controversial online community that preys on people looking for love.",
Documentary,118. All the Beauty and the Bloodshed,2022,7.5?(7.3K),"Votes7,307",,"Follows the life of artist Nan Goldin and the downfall of the Sackler family, the pharmaceutical dynasty who was greatly responsible for the opioid epidemic's unfathomable death toll.",91
Documentary,119. Wild Wild Country,2018,8.1?(34K),"Votes34,391",TV Mini Series,"When Osho, the world's most controversial guru, builds an Utopian city deep in the Oregon country, conflict with the locals escalates into a national scandal.",
Documentary,120. Life Below Zero,2013?,7.9?(2.2K),"Votes2,205",TV Series,The everyday struggles of living in the secluded state of Alaska where one wrong decision could cost you your life.,
Documentary,121. The Alpinist,2021,7.9?(14K),"Votes13,548",,"Marc-Andre Leclerc climbs alone, far from the limelight. The free-spirited 23-year-old makes some of the boldest solo ascents in history. With no cameras and no margin for error, Leclerc's approach is the essence of solo adventure.",67
Documentary,122. Geordie Shore,2011?,5.2?(4.6K),"Votes4,625",TV Series,Reality TV show following eight young men and women as they spend a summer experiencing the highs and lows of Newcastle-upon-Tyne's party scene.,
Documentary,123. 30 for 30,Episode:,7.2?(308),Votes308,TV Episode,"A look at the David vs. Goliath game show that captivated audiences from 1989 to 1996. American Gladiators was one of the most popular syndicated programs on TV, as one of the first competition shows to pre-date the reality TV era.",
Documentary,124. Touching the Void,2003,8.0?(38K),"Votes37,775",,The true story of two climbers and their perilous journey up the west face of Siula Grande in the Peruvian Andes in 1985.,82
Documentary,125. The Bee Keeper,2016,6.7?(11),Votes11,Short,This poetic portraiture piece spends a day in the life with Doc and explores the intimate journey of a bee keeper.,
Documentary,126. Playboy's No Boys Allowed,2000,6.6?(712),Votes712,Video,"Playboy went back into the film vault to bring you the hottest girl-girl action we've ever recorded. It's all girls, just girls and only girls in the wildest scenes of women seducing women.",
Documentary,127. Marvel Studios: Assembled,2021?,7.9?(3K),"Votes2,988",TV Series,"Assembled is a comprehensive documentary series that chronicles the creation of Marvel Studios' thrilling new shows and theatrical releases. Assembled is an immersive, and in-depth examination of the next phase of the MCU.",
Documentary,128. They Shall Not Grow Old,2018,8.2?(38K),"Votes38,043",,A documentary about World War I with never-before-seen footage to commemorate the centennial of the end of the war.,91
Documentary,129. Bo Burnham: Inside,2021,8.6?(54K),"Votes53,506",TV Special,"A musical comedy special shot and performed by Bo Burnham, alone, over the course of a very unusual year.",
Documentary,130. Stanley Tucci: Searching for Italy,2021?2022,8.6?(2.9K),"Votes2,919",TV Series,Stanley Tucci travels across Italy to discover the secrets and delights of the country's regional cuisines.,
Documentary,131. Sly,2023,7.0?(10K),"Votes9,961",,"The nearly fifty year prolific career of Sylvester Stallone, who has entertained millions, is seen in retrospective in an intimate look of the actor, writer, director-producer, paralleling with his inspirational life story.",62
Documentary,132. House of Secrets: The Burari Deaths,2021,7.4?(13K),"Votes12,535",TV Mini Series,"Suicide, murder or something else? This docuseries examines chilling truths and theories around the deaths of 11 members of a Delhi family.",
Documentary,133. The UnXplained with William Shatner,2019?,7.2?(1.8K),"Votes1,764",TV Series,"The show will explore the facts behind the world's most fascinating, strange and inexplicable mysteries.",
Documentary,134. Travel Man: 48 Hours in...,2015?,8.2?(3.2K),"Votes3,237",TV Series,"British comedian Richard Ayoade and a celebrity guest, usually from the comedy world, spend 48 hours in a popular city to discover the must see tourist attractions.",
Documentary,135. Buried: The 1982 Alpine Meadows Avalanche,2021,7.5?(805),Votes805,,A stressed autopsy of that fateful event in which key players dig through the painful memories to relive what happens when nature overwhelms.,
Documentary,136. The Vow,2020?2022,7.2?(6.5K),"Votes6,494",TV Series,"A look at the experiences of the members of the NXIVM, an organization and sex cult that made headlines for being charged with sex trafficking, racketeering, and conspiracy.",
Documentary,137. Porn to Be Free,2016,6.1?(452),Votes452,,"Porno & liberta is a film documentary about the generation who fought against puritanism and censorship to defend freedom of speech and sexual freedom. From Italy, Denmark and France through to California, the film follows a group of rebels who started a battle against censorship through pornography. Together they shook the church, the politics and the institutions. Through uncensored exclusive footage and archive material, the film explores the story and the fights of a group of pioneers: from film director and porn pioneer, Lasse Braun, to Riccardo Schicchi, master of transgression such as the election of porn star Cicciolina in the Italian Parliament. The documentary features numerous other protagonists such as feminist porn director Giuliana Gamba, author Lidia Ravera and a short animation by Charlie Hebdo's veteran Sine. Through their utopia and shocking dreams, they made the world a freer place and paved the way for forward-thinking debates today, such as neo-feminism, or the LGBT rights movement.",
Documentary,138. Ronnie O'Sullivan: The Edge of Everything,2023,7.7?(1.1K),"Votes1,101",,"The film focuses on understanding the player's genius, illuminating his past through archive family footage and charts his rise to fame from his early teens and the mental challenges he has overcome in the pursuit of perfection.",
Documentary,139. Unsolved Mysteries,2020?,7.3?(12K),"Votes12,248",TV Series,"Immersive, character-driven stories are rooted in the experiences of ordinary people who have lived the unthinkable. Families, detectives and journalists hope viewers hold the clues to solving these mysteries.",
Documentary,140. Pretty Baby: Brooke Shields,2023,7.5?(2.6K),"Votes2,563",TV Mini Series,"Follows actor, model, and icon Brooke Shields as she becomes a woman who discovers her power after being a sexualized young girl. She shows the dangers and triumphs of gaining agency in a hostile world.",
Documentary,141. Sex Life,2019?,5.4?(284),Votes284,TV Series,Voyeuristic documentary series about titillating sexual and erotic experiences.,
Documentary,142. The Jewel Thief,2023,6.5?(720),Votes720,,"The unbelievable first-hand account of Gerald Blanchard, one of the most creative, calculating and accomplished criminal masterminds in modern history.",
Documentary,143. I Am a Stalker,2022?,6.4?(740),Votes740,TV Series,"Convicted stalkers tell the programme, in their own chilling words, how love turned into a deadly obsession in face first, captivating in-depth interviews.",
Documentary,"144. Apolonia, Apolonia",2022,7.1?(596),Votes596,,"The talented Apolonia grows up seeking her place in the art world while grappling with the agonies and joys of womanhood and relationships in a world dominated by patriarchy, capitalism, and war.",77
Documentary,145. Girl in the Picture,2022,7.2?(21K),"Votes20,935",,A young mother's mysterious death and her son's subsequent kidnapping blow open a decades-long mystery about the woman's true identity and the murderous federal fugitive at the center of it all.,
Documentary,146. 30 for 30,2009?,8.8?(5.5K),"Votes5,460",TV Series,A collection of documentary films focused on sports.,
Documentary,147. Welcome to the Darkness,2023,7.8?(82),Votes82,,"In 2003, British glam rockers The Darkness took the world by storm with their hit single ""I Believe In A Thing Called Love"". Then at the height of their fame, the band split up and fell into obscurity. 20 years on, they tell their story.",
Documentary,148. Israelism,2023,7.6?(3.4K),"Votes3,420",,"When two young American Jews raised to unconditionally love Israel witness the way Israel treats Palestinians, their lives take sharp left turns. Their stories reveal a deepening generational divide over modern Jewish identity.",
Documentary,149. Sex Next Door,2020?,5.2?(157),Votes157,TV Series,A documentary on Quibi about sex workers in Seattle.,
Documentary,150. The Unbelieveable with Dan Aykroyd,2023?,7.1?(115),Votes115,TV Series,"Discover history's most mysterious and bizarre inventions, people and things. From a 440-pound Syrian bear turned soldier to a man who survived a 43-inch iron bar shot through the head.",
Documentary,151. Working: What We Do All Day,2023,6.7?(918),Votes918,TV Mini Series,"For some, it's a paycheck. For others, it's a calling. This docuseries explores the meaning of work for modern Americans in a time of rapid change.",
Documentary,152. Billion Dollar Heist,2023,7.0?(518),Votes518,,"The story of one of the most daring cyber heists of all time, the Bangladeshi Central Bank theft. Tracing the origins of cyber-crime, from basic turn of the millennium credit card fraud by individuals to global criminal organizations.",
Documentary,153. Fire of Love,2022,7.6?(14K),"Votes13,856",,Intrepid scientists and lovers Katia and Maurice Krafft died in a volcanic explosion doing the very thing that brought them together: unraveling the mysteries of volcanoes by capturing the most explosive imagery ever recorded.,84
Documentary,154. Prehistoric Planet,2022?2023,8.5?(10K),"Votes10,384",TV Series,"Travel back 66 million years to when majestic dinosaurs and extraordinary creatures roamed the lands, seas, and skies.",
Documentary,155. The Staircase,2004?2018,7.8?(27K),"Votes26,810",TV Mini Series,The high-profile murder trial of American novelist Michael Peterson following the death of his wife in 2001.,
Documentary,"156. Jim & Andy: The Great Beyond - Featuring a Very Special, Contractually Obligated Mention of Tony Clifton",2017,7.6?(28K),"Votes27,746",,A behind-the-scenes look at how Jim Carrey adopted the persona of idiosyncratic comedian Andy Kaufman on the set of Man on the Moon (1999).,77
Documentary,157. Skin: A History of Nudity in the Movies,2020,6.7?(1.2K),"Votes1,238",,"The definitive documentary on the history of nudity in feature films, from the early silent days to the present, studying the changes in morality that led to the use of nudity in films, while emphasizing the political, sociological, and artistic changes that shaped that history. Skin also studies the gender inequality in presenting nude images in motion pictures, and follows the revolution that has created nude gender equality in movies today. It culminates in a discussion of ""what are nude scenes like in the age of the #METOO movement"" as well as nudity as a part of motion pictures' future. The documentary compares the use of nudity to further story-lines vs. simple exploitation, and discusses how nudity is used in movies today with the explosion of ""must-see"" programming and its influence on the film medium.",64
Documentary,158. Snapped,2004?,7.7?(1.6K),"Votes1,591",TV Series,Investigations of multiple mysterious and violent cases.,
Documentary,159. Full Circle,2023,7.5?(69),Votes69,,"Faced with a traumatic injury that leaves you permanently disabled, how would you reinvent yourself? Trevor Kennison's life was forever altered by a broken back - for worse and for better, in equal measures.",
Documentary,160. Till Murder Do Us Part: Soering vs. Haysom,2023,7.0?(2.3K),"Votes2,285",TV Mini Series,New insights from various parties come to light that raise questions about Jens Soring's conviction of the 1985 murders of his then-girlfriend's parents.,
Documentary,"161. Blood, Sex & Royalty",2022?,5.9?(1.6K),"Votes1,573",TV Series,"A modern take on the British royal drama, offering a window into the lives of history's deadliest, sexiest and most iconic monarchs.",
Documentary,162. Europa: The Last Battle,2017,7.3?(2K),"Votes1,993",,Documentary about the origins of World War II.,
Documentary,163. Anthony Bourdain: Parts Unknown,2013?2018,8.9?(6.8K),"Votes6,801",TV Series,"Anthony Bourdain visits countries, delving into their political issues as well as indigenous food and culture.",
Documentary,164. The Playboy Murders,2023?,6.6?(244),Votes244,TV Series,"""The Playboy Murders"" is a limited anthology series of 6 episodes that give first-person insight into the world of obsession and murder that tragically affected the lives six young women involved with the Playboy lifestyle.",
Documentary,"165. Muchachos, la pelicula de la gente",2023,7.9?(282),Votes282,,"The celebrations for the title of the Argentine National Team in the World Cup in Qatar 2022, through videos of Argentines around the world and unpublished material of the party in the streets.",
Documentary,166. Encounters,2023,6.4?(1.7K),"Votes1,692",TV Mini Series,"Mass UFO sightings from the last 50 years fuel a global mystery in this docuseries featuring eyewitness accounts, expert interviews and new evidence.",
Documentary,167. The Imposter,2012,7.5?(50K),"Votes50,053",,A documentary centered on a young man in Spain who claims to a grieving Texas family that he is their 16-year-old son who has been missing for 3 years.,77
Documentary,168. Hoarders,2009?,6.5?(3.5K),"Votes3,508",TV Series,A reality-TV show that features compulsive hoarders--people who are addicted to filling their homes with objects--and how that spills out into their lives.,
Documentary,169. The Pigeon Tunnel,2023,7.0?(1.4K),"Votes1,375",,"Spans six decades as le Carre gives his final and most personal interview, interrupted with rare archival footage and dramatic anecdotes. It is set against the stormy Cold War backdrop that extends into the present day.",79
Documentary,170. The Game Changers,2018,7.8?(22K),"Votes21,596",,A UFC fighter's world is turned upside down when he discovers an elite group of world-renowned athletes and scientists who prove that everything he had been taught about protein was a lie.,
Documentary,171. Time Bomb Y2K,2023,6.3?(701),Votes701,,"An immersive, all-archival retelling of the ""Y2K"" millennium bug and the mass hysteria that changed the fabric of modern society.",
Documentary,172. The Rescue,2021,8.3?(20K),"Votes19,898",,"A chronicle of the enthralling, against-all-odds story that transfixed the world in 2018: the daring rescue of twelve boys and their coach from deep inside a flooded cave in Northern Thailand.",84
Documentary,173. There's Something Wrong with Aunt Diane,2011,6.7?(6.2K),"Votes6,230",TV Movie,"This documentary explores the depth behind the case of a woman whose vehicle collision killed numerous people, including herself. Was she really the reckless drunk, or the perfect suburban mother?",
Documentary,174. Bye Bye Barry,2023,7.8?(1.6K),"Votes1,627",,The definitive story of Barry Sanders' Hall-of-Fame career and his extraordinary decision to walk away from the game in the prime of his career.,
Documentary,175. Ghislaine Maxwell: Filthy Rich,2022,6.0?(2.9K),"Votes2,856",,"From filmmakers of Jeffrey Epstein: Filthy Rich, this film goes beyond the headlines of the Ghislaine Maxwell case to tell the story of Epstein's mystery accomplice, illuminating how her class and privilege concealed her predatory nature.",
Documentary,176. Secrets of Playboy,2022?2023,6.8?(1.7K),"Votes1,688",TV Series,Hidden truths behind the Playboy empire.,
Documentary,177. Soccer Soul,2023,7.1?(300),Votes300,,"It narrates the epic title obtained by the Argentine National Team in the World Cup Qatar 2022 with testimonies of the protagonists, told from the intimacy and in first person.",
Documentary,178. BTS Monuments: Beyond the Star,2023?2024,9.1?(237),Votes237,TV Mini Series,Follows the growth of the band from their beginnings to what they are today.,
Documentary,179. Three Identical Strangers,2018,7.6?(39K),"Votes38,583",,"In 1980 New York, three young men who were all adopted meet each other and find out they're triplets who were separated at birth. But their quest to find out why turns into a bizarre and sinister mystery.",81
Documentary,180. Lore,2017?2018,6.6?(5.9K),"Votes5,885",TV Series,Our collective nightmare mythologies are rooted in real-life horror stories.,
Documentary,181. The Salt of the Earth,2014,8.4?(23K),"Votes23,088",,"The life and work of photographer Sebastiao Salgado, who has spent forty years documenting societies in hidden corners of the world.",83
Documentary,182. Amy,2015,7.8?(54K),"Votes54,418",,Archival footage and personal testimonials present an intimate portrait of the life and career of British singer/songwriter Amy Winehouse.,85
Documentary,183. Icons Unearthed,2022?,7.7?(223),Votes223,TV Series,"Cast, crew and experts detail the secret histories of the most iconic film and television series of all time.",
Documentary,184. Dr. Death: The Undoctored Story,2021,7.6?(1.1K),"Votes1,073",TV Mini Series,Follows the whole and real story of Dr. Christopher Duntsch told by the people who survived it.,
Documentary,185. The Last Czars,2019,7.3?(9.5K),"Votes9,459",TV Mini Series,A Chronicled look at the fall of the Romanov dynasty in Russia.,
Documentary,186. Wedding.con,2023?,7.1?(144),Votes144,TV Series,"Five women seeking marriage get exploited by conmen posing as grooms online, losing money and getting emotionally manipulated.",
Documentary,187. Queen Rock Montreal & Live Aid,2007,8.7?(1.2K),"Votes1,153",Video,The Blu-Ray/DVD release contains two concert films of the British rock band Queen. The first comprises two concerts at the Montreal Forum in November 1981. The second is their legendary Live Aid performance at Wembley Stadium in July 1985.,
Documentary,188. FBI True,2023?,7.2?(220),Votes220,TV Series,"Follows the world of real FBI agents using surveillance video, interrogations with hostage takers and terrorists, and photos from the agents' collections to tell their real life stories.",
Documentary,189. Super Size Me,2004,7.2?(113K),"Votes112,598",,"While examining the influence of the fast food industry, Morgan Spurlock personally explores the consequences on his health of a diet of solely McDonald's food for one month.",73
Documentary,190. Menus Plaisirs - Les Troisgros,2023,7.9?(172),Votes172,,A 93-year-old director embeds inside a French restaurant that's held three Michelin stars for more than 50 years.,91
Documentary,191. The American Buffalo,2023?,8.5?(418),Votes418,TV Mini Series,"A journey through more than 10,000 years of North American history and across some of the continent's most iconic landscapes, tracing the mammal's evolution.",
Documentary,192. Convicting a Murderer,2023?,8.1?(1.3K),"Votes1,330",TV Mini Series,"Explores the controversial case against Steven Avery for the murder of Teresa Halbach, built by the State of Wisconsin.",
Documentary,193. Filling in the Blanks,2023,6.5?(195),Votes195,,"When 54 year old Jon Baime takes a DNA test, his world and sense of self identity is shattered by a family secret.",
Documentary,194. Somebody Feed Phil,2018?,8.3?(6.4K),"Votes6,353",TV Series,Phil travels around the world sampling food and tradition with friends and a sense of humor.,
Documentary,195. Tread,2019,7.1?(3.5K),"Votes3,501",,"Pushed to his breaking point, a master welder in a small town at the foot of the Rocky Mountains quietly fortifies a bulldozer with 30 tons of concrete and steel and seeks to destroy those he believes have wronged him.",66
Documentary,196. White Lotus,2017,7.9?(90),Votes90,,A cinematic journey of a Westerner who temporarily ordains as a Monk at the world's largest Buddhist temple in Thailand.,
Documentary,"197. Grid Down, Power Up",2022,7.7?(73),Votes73,,"The film outlines the risk and consequences of the US power grid going down, leaving the nation without electricity for an extended period of time. It is explained how we became this vulnerable, and how we can resolve it going forward.",
Documentary,198. Deadliest Catch,2005?,7.8?(9.1K),"Votes9,138",TV Series,A documentary series chronicling the real-life high-sea adventures of the Alaskan crab fishermen. This is the most deadly profession in the world.,
Documentary,199. The Real Story of January 6,2022,5.6?(199),Votes199,,"The ""Real Story of January 6"", a feature documentary by the Epoch Times reveals the truth that has been hidden from the American people.",
Documentary,200. The Devil on Trial,2023,5.6?(3.3K),"Votes3,293",,"Using reenactments and home videos, this dark documentary investigates the apparent possession of a young boy and the brutal murder that followed.",
Documentary,201. Katt Williams: The Pimp Chronicles Pt. 1,2006,7.6?(2K),"Votes2,023",TV Special,"In-demand comedian Katt Williams offers up The Pimp Chronicles courtesy of HBO. Williams shares his thoughts on such topics as drugs, politics and pop culture in this special event.",
